student_number,first_name,last_name,course,course_title,teacher
2251 ,Zhang,Zhang,Zhang,Course 6,Teacher 24
2251 ,Li,Li,Li,Course 6,Teacher 24
2252 ,Yu,Yu,Yu,Course 6,Teacher 24
2252 ,Zong,Zong,Zong,Course 6,Teacher 24
2252 ,Song,Song,Song,Course 6,Teacher 24
2253 ,Chen,Chen,Chen,Course 6,Teacher 24
2253 ,Yang,Yang,Yang,Course 6,Teacher 24
2254 ,Zhang,Zhang,Zhang,Course 6,Teacher 24
2254 ,Li,Li,Li,Course 6,Teacher 24
2255 ,Yang,Yang,Yang,Course 6,Teacher 24
2255 ,Zhang,Zhang,Zhang,Course 6,Teacher 24
2255 ,Li,Li,Li,Course 6,Teacher 24
2256 ,Yu,Yu,Yu,Course 6,Teacher 24
2256 ,Zong,Zong,Zong,Course 6,Teacher 24
2257 ,Yu,Yu,Yu,Course 6,Teacher 24
2257 ,Zong,Zong,Zong,Course 6,Teacher 24
2258 ,Song,Song,Song,Course 6,Teacher 24
2258 ,Chen,Chen,Chen,Course 7,Teacher 21
2258 ,Yang,Yang,Yang,Course 7,Teacher 21
2259 ,Zhang,Zhang,Zhang,Course 7,Teacher 21
2259 ,Li,Li,Li,Course 7,Teacher 21
2260 ,Yu,Yu,Yu,Course 7,Teacher 21
2260 ,Zong,Zong,Zong,Course 7,Teacher 21
2261 ,Song,Song,Song,Course 7,Teacher 21
2261 ,Chen,Chen,Chen,Course 7,Teacher 21
2261 ,Yang,Yang,Yang,Course 7,Teacher 21
2262 ,Zhang,Zhang,Zhang,Course 7,Teacher 21
2262 ,Li,Li,Li,Course 7,Teacher 21
2263 ,Yang,Yang,Yang,Course 7,Teacher 21
2263 ,Zhang,Zhang,Zhang,Course 7,Teacher 21
2264 ,Li,Li,Li,Course 7,Teacher 21
2264 ,Yu,Yu,Yu,Course 7,Teacher 21
2265 ,Zong,Zong,Zong,Course 7,Teacher 21
2265 ,Song,Song,Song,Course 7,Teacher 21
2265 ,Chen,Chen,Chen,Course 7,Teacher 21
2266 ,Yang,Yang,Yang,Course 7,Teacher 21
2266 ,Zhang,Zhang,Zhang,Course 7,Teacher 21
2267 ,Li,Li,Li,Course 7,Teacher 21
2267 ,Yu,Yu,Yu,Course 7,Teacher 21
2268 ,Zong,Zong,Zong,Course 7,Teacher 21
2268 ,Song,Song,Song,Course 7,Teacher 21
2268 ,Chen,Chen,Chen,Course 7,Teacher 21
2269 ,Yang,Yang,Yang,Course 7,Teacher 21
2269 ,Zhang,Zhang,Zhang,Course 7,Teacher 22
2270 ,Li,Li,Li,Course 7,Teacher 22
2270 ,Yang,Yang,Yang,Course 7,Teacher 22
2271 ,Zhang,Zhang,Zhang,Course 7,Teacher 22
2271 ,Li,Li,Li,Course 7,Teacher 22
2271 ,Yu,Yu,Yu,Course 7,Teacher 22
2272 ,Zong,Zong,Zong,Course 7,Teacher 22
2272 ,Song,Song,Song,Course 7,Teacher 22
2273 ,Chen,Chen,Chen,Course 7,Teacher 22
2273 ,Yang,Yang,Yang,Course 7,Teacher 22
2274 ,Zhang,Zhang,Zhang,Course 7,Teacher 22
2274 ,Li,Li,Li,Course 7,Teacher 22
2274 ,Yu,Yu,Yu,Course 7,Teacher 22
2275 ,Zong,Zong,Zong,Course 7,Teacher 22
2275 ,Song,Song,Song,Course 7,Teacher 22
2276 ,Chen,Chen,Chen,Course 7,Teacher 22
2276 ,Yang,Yang,Yang,Course 7,Teacher 22
2277 ,Zhang,Zhang,Zhang,Course 7,Teacher 22
2277 ,Li,Li,Li,Course 7,Teacher 22
2278 ,Yang,Yang,Yang,Course 7,Teacher 22
2278 ,Zhang,Zhang,Zhang,Course 7,Teacher 22
2278 ,Li,Li,Li,Course 7,Teacher 22
2279 ,Yu,Yu,Yu,Course 7,Teacher 22
2279 ,Zong,Zong,Zong,Course 7,Teacher 22
2280 ,Yu,Yu,Yu,Course 7,Teacher 22
2280 ,Zong,Zong,Zong,Course 7,Teacher 22
2281 ,Song,Song,Song,Course 7,Teacher 22
2281 ,Chen,Chen,Chen,Course 7,Teacher 22
2281 ,Yang,Yang,Yang,Course 7,Teacher 22
2282 ,Zhang,Zhang,Zhang,Course 7,Teacher 23
2282 ,Li,Li,Li,Course 7,Teacher 23
2283 ,Yu,Yu,Yu,Course 7,Teacher 23
2283 ,Zong,Zong,Zong,Course 7,Teacher 23
2284 ,Song,Song,Song,Course 7,Teacher 23
2284 ,Chen,Chen,Chen,Course 7,Teacher 23
2284 ,Yang,Yang,Yang,Course 7,Teacher 23
2285 ,Zhang,Zhang,Zhang,Course 7,Teacher 23
2285 ,Li,Li,Li,Course 7,Teacher 23
2286 ,Yang,Yang,Yang,Course 7,Teacher 23
2286 ,Zhang,Zhang,Zhang,Course 7,Teacher 23
2287 ,Li,Li,Li,Course 7,Teacher 23
2287 ,Yu,Yu,Yu,Course 7,Teacher 23
2287 ,Zong,Zong,Zong,Course 7,Teacher 23
2288 ,Song,Song,Song,Course 7,Teacher 23
2288 ,Chen,Chen,Chen,Course 7,Teacher 23
2289 ,Yang,Yang,Yang,Course 7,Teacher 23
2289 ,Zhang,Zhang,Zhang,Course 7,Teacher 23
2290 ,Li,Li,Li,Course 7,Teacher 23
2290 ,Yu,Yu,Yu,Course 7,Teacher 23
2290 ,Zong,Zong,Zong,Course 7,Teacher 23
2291 ,Song,Song,Song,Course 7,Teacher 23
2291 ,Chen,Chen,Chen,Course 7,Teacher 23
2292 ,Yang,Yang,Yang,Course 7,Teacher 23
2292 ,Zhang,Zhang,Zhang,Course 7,Teacher 23
2293 ,Li,Li,Li,Course 7,Teacher 24
2293 ,Yang,Yang,Yang,Course 7,Teacher 24
2294 ,Zhang,Zhang,Zhang,Course 7,Teacher 24
2294 ,Li,Li,Li,Course 7,Teacher 24
2294 ,Yu,Yu,Yu,Course 7,Teacher 24
2295 ,Zong,Zong,Zong,Course 7,Teacher 24
2295 ,Song,Song,Song,Course 7,Teacher 24
2296 ,Chen,Chen,Chen,Course 7,Teacher 24
2296 ,Yang,Yang,Yang,Course 7,Teacher 24
2297 ,Zhang,Zhang,Zhang,Course 7,Teacher 24
2297 ,Li,Li,Li,Course 7,Teacher 24
2297 ,Yu,Yu,Yu,Course 7,Teacher 24
2298 ,Zong,Zong,Zong,Course 7,Teacher 24
2298 ,Song,Song,Song,Course 7,Teacher 24
2299 ,Chen,Chen,Chen,Course 7,Teacher 24
2299 ,Yang,Yang,Yang,Course 7,Teacher 24
2300 ,Zhang,Zhang,Zhang,Course 7,Teacher 24
2300 ,Li,Li,Li,Course 7,Teacher 24
2300 ,Yang,Yang,Yang,Course 7,Teacher 24
2301 ,Zhang,Zhang,Zhang,Course 7,Teacher 24
2301 ,Li,Li,Li,Course 7,Teacher 24
2302 ,Yu,Yu,Yu,Course 7,Teacher 24
2302 ,Zong,Zong,Zong,Course 7,Teacher 24
2303 ,Yu,Yu,Yu,Course 7,Teacher 24
2303 ,Zong,Zong,Zong,Course 8,Teacher 25
2303 ,Song,Song,Song,Course 8,Teacher 25
2304 ,Chen,Chen,Chen,Course 8,Teacher 25
2304 ,Yang,Yang,Yang,Course 8,Teacher 25
2305 ,Zhang,Zhang,Zhang,Course 8,Teacher 25
2305 ,Li,Li,Li,Course 8,Teacher 25
2306 ,Yu,Yu,Yu,Course 8,Teacher 25
2306 ,Zong,Zong,Zong,Course 8,Teacher 25
2306 ,Song,Song,Song,Course 8,Teacher 25
2307 ,Chen,Chen,Chen,Course 8,Teacher 25
2307 ,Yang,Yang,Yang,Course 8,Teacher 25
2308 ,Zhang,Zhang,Zhang,Course 8,Teacher 25
2308 ,Li,Li,Li,Course 8,Teacher 25
2309 ,Yang,Yang,Yang,Course 8,Teacher 25
2309 ,Zhang,Zhang,Zhang,Course 8,Teacher 25
2310 ,Li,Li,Li,Course 8,Teacher 25
2310 ,Yu,Yu,Yu,Course 8,Teacher 25
2310 ,Zong,Zong,Zong,Course 8,Teacher 25
2311 ,Song,Song,Song,Course 8,Teacher 25
2311 ,Chen,Chen,Chen,Course 8,Teacher 25
2312 ,Yang,Yang,Yang,Course 8,Teacher 25
2312 ,Zhang,Zhang,Zhang,Course 8,Teacher 25
2313 ,Li,Li,Li,Course 8,Teacher 25
2313 ,Yu,Yu,Yu,Course 8,Teacher 25
2313 ,Zong,Zong,Zong,Course 8,Teacher 25
2314 ,Song,Song,Song,Course 8,Teacher 25
2314 ,Chen,Chen,Chen,Course 8,Teacher 25
2315 ,Yang,Yang,Yang,Course 8,Teacher 25
2315 ,Zhang,Zhang,Zhang,Course 8,Teacher 25
2316 ,Li,Li,Li,Course 8,Teacher 26
2316 ,Yang,Yang,Yang,Course 8,Teacher 26
2316 ,Zhang,Zhang,Zhang,Course 8,Teacher 26
2317 ,Li,Li,Li,Course 8,Teacher 26
2317 ,Yu,Yu,Yu,Course 8,Teacher 26
2318 ,Zong,Zong,Zong,Course 8,Teacher 26
2318 ,Song,Song,Song,Course 8,Teacher 26
2319 ,Chen,Chen,Chen,Course 8,Teacher 26
2319 ,Yang,Yang,Yang,Course 8,Teacher 26
2319 ,Zhang,Zhang,Zhang,Course 8,Teacher 26
2320 ,Li,Li,Li,Course 8,Teacher 26
2320 ,Yu,Yu,Yu,Course 8,Teacher 26
2321 ,Zong,Zong,Zong,Course 8,Teacher 26
2321 ,Song,Song,Song,Course 8,Teacher 26
2322 ,Chen,Chen,Chen,Course 8,Teacher 26
2322 ,Yang,Yang,Yang,Course 8,Teacher 26
2322 ,Zhang,Zhang,Zhang,Course 8,Teacher 26
2323 ,Li,Li,Li,Course 8,Teacher 26
2323 ,Yang,Yang,Yang,Course 8,Teacher 26
2324 ,Zhang,Zhang,Zhang,Course 8,Teacher 26
2324 ,Li,Li,Li,Course 8,Teacher 26
2325 ,Yu,Yu,Yu,Course 8,Teacher 26
2325 ,Zong,Zong,Zong,Course 8,Teacher 26
2326 ,Yu,Yu,Yu,Course 8,Teacher 26
2326 ,Zong,Zong,Zong,Course 8,Teacher 26
2326 ,Song,Song,Song,Course 8,Teacher 26
2327 ,Chen,Chen,Chen,Course 8,Teacher 26
2327 ,Yang,Yang,Yang,Course 8,Teacher 26
2328 ,Zhang,Zhang,Zhang,Course 8,Teacher 26
2328 ,Li,Li,Li,Course 8,Teacher 26
2329 ,Yu,Yu,Yu,Course 8,Teacher 26
2329 ,Zong,Zong,Zong,Course 8,Teacher 26
2329 ,Song,Song,Song,Course 8,Teacher 26
2330 ,Chen,Chen,Chen,Course 8,Teacher 26
2330 ,Yang,Yang,Yang,Course 8,Teacher 26
2331 ,Zhang,Zhang,Zhang,Course 8,Teacher 26
2331 ,Li,Li,Li,Course 8,Teacher 26
2332 ,Yu,Yu,Yu,Course 8,Teacher 26
2332 ,Zong,Zong,Zong,Course 8,Teacher 26
2332 ,Song,Song,Song,Course 8,Teacher 26
2333 ,Chen,Chen,Chen,Course 8,Teacher 26
2333 ,Yang,Yang,Yang,Course 8,Teacher 26
2334 ,Zhang,Zhang,Zhang,Course 8,Teacher 26
2334 ,Li,Li,Li,Course 8,Teacher 26
2335 ,Yang,Yang,Yang,Course 8,Teacher 26
2335 ,Zhang,Zhang,Zhang,Course 8,Teacher 26
2335 ,Li,Li,Li,Course 8,Teacher 26
2336 ,Yu,Yu,Yu,Course 8,Teacher 26
2336 ,Zong,Zong,Zong,Course 8,Teacher 26
2337 ,Song,Song,Song,Course 8,Teacher 26
2337 ,Chen,Chen,Chen,Course 8,Teacher 26
2338 ,Yang,Yang,Yang,Course 8,Teacher 26
2338 ,Zhang,Zhang,Zhang,Course 8,Teacher 26
2338 ,Li,Li,Li,Course 8,Teacher 26
2339 ,Yu,Yu,Yu,Course 8,Teacher 26
2339 ,Zong,Zong,Zong,Course 8,Teacher 27
2340 ,Song,Song,Song,Course 8,Teacher 27
2340 ,Chen,Chen,Chen,Course 8,Teacher 27
2341 ,Yang,Yang,Yang,Course 8,Teacher 27
2341 ,Zhang,Zhang,Zhang,Course 8,Teacher 27
2342 ,Li,Li,Li,Course 8,Teacher 27
2342 ,Yang,Yang,Yang,Course 8,Teacher 27
2342 ,Zhang,Zhang,Zhang,Course 8,Teacher 27
2343 ,Li,Li,Li,Course 8,Teacher 27
2343 ,Yu,Yu,Yu,Course 8,Teacher 27
2344 ,Zong,Zong,Zong,Course 8,Teacher 27
2344 ,Song,Song,Song,Course 8,Teacher 27
2345 ,Chen,Chen,Chen,Course 8,Teacher 27
2345 ,Yang,Yang,Yang,Course 8,Teacher 27
2345 ,Zhang,Zhang,Zhang,Course 8,Teacher 27
2346 ,Li,Li,Li,Course 8,Teacher 27
2346 ,Yu,Yu,Yu,Course 8,Teacher 27
2347 ,Zong,Zong,Zong,Course 8,Teacher 27
2347 ,Song,Song,Song,Course 8,Teacher 27
2348 ,Chen,Chen,Chen,Course 8,Teacher 27
2348 ,Yang,Yang,Yang,Course 8,Teacher 27
2348 ,Zhang,Zhang,Zhang,Course 8,Teacher 27
2349 ,Li,Li,Li,Course 8,Teacher 27
2349 ,Yang,Yang,Yang,Course 8,Teacher 27
2350 ,Zhang,Zhang,Zhang,Course 8,Teacher 27
2350 ,Li,Li,Li,Course 8,Teacher 27
2351 ,Yu,Yu,Yu,Course 8,Teacher 27
2351 ,Zong,Zong,Zong,Course 8,Teacher 27
2351 ,Yu,Yu,Yu,Course 8,Teacher 27
2352 ,Zong,Zong,Zong,Course 8,Teacher 27
2352 ,Song,Song,Song,Course 8,Teacher 27
2353 ,Chen,Chen,Chen,Course 8,Teacher 27
2353 ,Yang,Yang,Yang,Course 8,Teacher 27
2354 ,Zhang,Zhang,Zhang,Course 8,Teacher 27
2354 ,Li,Li,Li,Course 8,Teacher 27
2354 ,Yu,Yu,Yu,Course 8,Teacher 27
2355 ,Zong,Zong,Zong,Course 8,Teacher 27
2355 ,Song,Song,Song,Course 8,Teacher 27
2356 ,Chen,Chen,Chen,Course 8,Teacher 27
2356 ,Yang,Yang,Yang,Course 8,Teacher 27
2357 ,Zhang,Zhang,Zhang,Course 8,Teacher 27
2357 ,Li,Li,Li,Course 8,Teacher 27
2358 ,Yang,Yang,Yang,Course 8,Teacher 27
2358 ,Zhang,Zhang,Zhang,Course 8,Teacher 27
2358 ,Li,Li,Li,Course 8,Teacher 27
2359 ,Yu,Yu,Yu,Course 8,Teacher 27
2359 ,Zong,Zong,Zong,Course 8,Teacher 27
2360 ,Song,Song,Song,Course 8,Teacher 27
2360 ,Chen,Chen,Chen,Course 8,Teacher 27
2361 ,Yang,Yang,Yang,Course 8,Teacher 27
2361 ,Zhang,Zhang,Zhang,Course 8,Teacher 27
2361 ,Li,Li,Li,Course 8,Teacher 27
2362 ,Yu,Yu,Yu,Course 8,Teacher 27
2362 ,Zong,Zong,Zong,Course 8,Teacher 27
2363 ,Song,Song,Song,Course 8,Teacher 27
2363 ,Chen,Chen,Chen,Course 8,Teacher 27
2364 ,Yang,Yang,Yang,Course 8,Teacher 27
2364 ,Zhang,Zhang,Zhang,Course 8,Teacher 27
2364 ,Li,Li,Li,Course 8,Teacher 27
2365 ,Yang,Yang,Yang,Course 8,Teacher 27
2365 ,Zhang,Zhang,Zhang,Course 8,Teacher 27
2366 ,Li,Li,Li,Course 8,Teacher 27
2366 ,Yu,Yu,Yu,Course 8,Teacher 27
2367 ,Zong,Zong,Zong,Course 8,Teacher 27
2367 ,Song,Song,Song,Course 8,Teacher 27
2367 ,Chen,Chen,Chen,Course 8,Teacher 27
2368 ,Yang,Yang,Yang,Course 8,Teacher 27
2368 ,Zhang,Zhang,Zhang,Course 8,Teacher 27
2369 ,Li,Li,Li,Course 8,Teacher 27
2369 ,Yu,Yu,Yu,Course 8,Teacher 27
2370 ,Zong,Zong,Zong,Course 8,Teacher 27
2370 ,Song,Song,Song,Course 8,Teacher 27
2371 ,Chen,Chen,Chen,Course 8,Teacher 27
2371 ,Yang,Yang,Yang,Course 8,Teacher 27
2371 ,Zhang,Zhang,Zhang,Course 8,Teacher 27
2372 ,Li,Li,Li,Course 8,Teacher 27
2372 ,Yang,Yang,Yang,Course 8,Teacher 27
2373 ,Zhang,Zhang,Zhang,Course 8,Teacher 27
2373 ,Li,Li,Li,Course 8,Teacher 27
2374 ,Yu,Yu,Yu,Course 8,Teacher 27
2374 ,Yu,Yu,Yu,Course 8,Teacher 27
2374 ,Zong,Zong,Zong,Course 8,Teacher 28
2375 ,Song,Song,Song,Course 8,Teacher 28
2375 ,Chen,Chen,Chen,Course 8,Teacher 28
2376 ,Yang,Yang,Yang,Course 8,Teacher 28
2376 ,Zhang,Zhang,Zhang,Course 8,Teacher 28
2377 ,Li,Li,Li,Course 8,Teacher 28
2377 ,Yu,Yu,Yu,Course 8,Teacher 28
2377 ,Zong,Zong,Zong,Course 8,Teacher 28
2378 ,Song,Song,Song,Course 8,Teacher 28
2378 ,Chen,Chen,Chen,Course 8,Teacher 28
2379 ,Yang,Yang,Yang,Course 8,Teacher 28
2379 ,Zhang,Zhang,Zhang,Course 8,Teacher 28
2380 ,Li,Li,Li,Course 8,Teacher 28
2380 ,Yang,Yang,Yang,Course 8,Teacher 28
2380 ,Zhang,Zhang,Zhang,Course 8,Teacher 28
2381 ,Li,Li,Li,Course 8,Teacher 28
2381 ,Yu,Yu,Yu,Course 8,Teacher 28
2382 ,Zong,Zong,Zong,Course 8,Teacher 28
2382 ,Song,Song,Song,Course 8,Teacher 28
2383 ,Chen,Chen,Chen,Course 8,Teacher 28
2383 ,Yang,Yang,Yang,Course 8,Teacher 28
2383 ,Zhang,Zhang,Zhang,Course 8,Teacher 28
2384 ,Li,Li,Li,Course 8,Teacher 28
2384 ,Yu,Yu,Yu,Course 8,Teacher 28
2385 ,Zong,Zong,Zong,Course 8,Teacher 28
2385 ,Song,Song,Song,Course 8,Teacher 28
2386 ,Chen,Chen,Chen,Course 8,Teacher 28
2386 ,Yang,Yang,Yang,Course 8,Teacher 28
2387 ,Zhang,Zhang,Zhang,Course 8,Teacher 28
2387 ,Li,Li,Li,Course 8,Teacher 29
2387 ,Yang,Yang,Yang,Course 8,Teacher 29
2388 ,Zhang,Zhang,Zhang,Course 8,Teacher 29
2388 ,Li,Li,Li,Course 8,Teacher 29
2389 ,Yu,Yu,Yu,Course 8,Teacher 29
2389 ,Zong,Zong,Zong,Course 8,Teacher 29
2390 ,Song,Song,Song,Course 8,Teacher 29
2390 ,Chen,Chen,Chen,Course 8,Teacher 29
2390 ,Yang,Yang,Yang,Course 8,Teacher 29
2391 ,Zhang,Zhang,Zhang,Course 8,Teacher 29
2391 ,Li,Li,Li,Course 8,Teacher 29
2392 ,Yu,Yu,Yu,Course 8,Teacher 29
2392 ,Zong,Zong,Zong,Course 8,Teacher 29
2393 ,Song,Song,Song,Course 8,Teacher 29
2393 ,Chen,Chen,Chen,Course 8,Teacher 29
2393 ,Yang,Yang,Yang,Course 8,Teacher 29
2394 ,Zhang,Zhang,Zhang,Course 8,Teacher 29
2394 ,Li,Li,Li,Course 8,Teacher 29
2395 ,Yang,Yang,Yang,Course 8,Teacher 29
2395 ,Zhang,Zhang,Zhang,Course 8,Teacher 29
2396 ,Li,Li,Li,Course 8,Teacher 29
2396 ,Yu,Yu,Yu,Course 8,Teacher 29
2396 ,Zong,Zong,Zong,Course 8,Teacher 29
2397 ,Yu,Yu,Yu,Course 8,Teacher 29
2397 ,Zong,Zong,Zong,Course 8,Teacher 29
2398 ,Song,Song,Song,Course 8,Teacher 28
2398 ,Chen,Chen,Chen,Course 8,Teacher 28
2399 ,Yang,Yang,Yang,Course 8,Teacher 28
2399 ,Zhang,Zhang,Zhang,Course 8,Teacher 28
2399 ,Li,Li,Li,Course 8,Teacher 28
2400 ,Yu,Yu,Yu,Course 8,Teacher 28
2400 ,Zong,Zong,Zong,Course 8,Teacher 28
2401 ,Song,Song,Song,Course 8,Teacher 28
2401 ,Chen,Chen,Chen,Course 8,Teacher 28
2402 ,Yang,Yang,Yang,Course 8,Teacher 28
2402 ,Zhang,Zhang,Zhang,Course 8,Teacher 28
2403 ,Li,Li,Li,Course 8,Teacher 28
2403 ,Yang,Yang,Yang,Course 8,Teacher 28
2403 ,Zhang,Zhang,Zhang,Course 8,Teacher 28
2404 ,Li,Li,Li,Course 8,Teacher 28
2404 ,Yu,Yu,Yu,Course 8,Teacher 28
2405 ,Zong,Zong,Zong,Course 8,Teacher 28
2405 ,Song,Song,Song,Course 8,Teacher 28
2406 ,Chen,Chen,Chen,Course 8,Teacher 28
2406 ,Yang,Yang,Yang,Course 8,Teacher 28
2406 ,Zhang,Zhang,Zhang,Course 8,Teacher 28
2407 ,Li,Li,Li,Course 8,Teacher 28
2407 ,Yu,Yu,Yu,Course 8,Teacher 28
2408 ,Zong,Zong,Zong,Course 8,Teacher 28
2408 ,Song,Song,Song,Course 9,Teacher 30
2409 ,Chen,Chen,Chen,Course 9,Teacher 30
2409 ,Yang,Yang,Yang,Course 9,Teacher 30
2409 ,Zhang,Zhang,Zhang,Course 9,Teacher 30
2410 ,Li,Li,Li,Course 9,Teacher 30
2410 ,Yang,Yang,Yang,Course 9,Teacher 30
2411 ,Zhang,Zhang,Zhang,Course 9,Teacher 30
2411 ,Li,Li,Li,Course 9,Teacher 30
2412 ,Yu,Yu,Yu,Course 9,Teacher 30
2412 ,Zong,Zong,Zong,Course 9,Teacher 30
2412 ,Song,Song,Song,Course 9,Teacher 30
2413 ,Chen,Chen,Chen,Course 9,Teacher 30
2413 ,Yang,Yang,Yang,Course 9,Teacher 30
2414 ,Zhang,Zhang,Zhang,Course 9,Teacher 30
2414 ,Li,Li,Li,Course 9,Teacher 30
2415 ,Yu,Yu,Yu,Course 9,Teacher 30
2415 ,Zong,Zong,Zong,Course 9,Teacher 30
2415 ,Song,Song,Song,Course 9,Teacher 30
2416 ,Chen,Chen,Chen,Course 9,Teacher 30
2416 ,Yang,Yang,Yang,Course 10,Teacher 22
2417 ,Zhang,Zhang,Zhang,Course 10,Teacher 22
2417 ,Li,Li,Li,Course 10,Teacher 22
2418 ,Yang,Yang,Yang,Course 10,Teacher 22
2418 ,Zhang,Zhang,Zhang,Course 10,Teacher 22
2419 ,Li,Li,Li,Course 10,Teacher 22
2419 ,Yu,Yu,Yu,Course 10,Teacher 22
2419 ,Zong,Zong,Zong,Course 10,Teacher 22
2420 ,Yu,Yu,Yu,Course 10,Teacher 22
2420 ,Zong,Zong,Zong,Course 10,Teacher 22
2421 ,Song,Song,Song,Course 10,Teacher 22
2421 ,Chen,Chen,Chen,Course 10,Teacher 22
2422 ,Yang,Yang,Yang,Course 10,Teacher 22
2422 ,Zhang,Zhang,Zhang,Course 10,Teacher 22
2422 ,Li,Li,Li,Course 10,Teacher 22
2423 ,Yu,Yu,Yu,Course 10,Teacher 22
2423 ,Zong,Zong,Zong,Course 10,Teacher 22
2424 ,Song,Song,Song,Course 10,Teacher 22
2424 ,Chen,Chen,Chen,Course 10,Teacher 22
2425 ,Yang,Yang,Yang,Course 10,Teacher 22
2425 ,Zhang,Zhang,Zhang,Course 10,Teacher 22
2425 ,Li,Li,Li,Course 10,Teacher 22
2426 ,Yang,Yang,Yang,Course 10,Teacher 22
2426 ,Zhang,Zhang,Zhang,Course 10,Teacher 22
2427 ,Li,Li,Li,Course 10,Teacher 22
2427 ,Yu,Yu,Yu,Course 10,Teacher 22
2428 ,Zong,Zong,Zong,Course 10,Teacher 21
2428 ,Song,Song,Song,Course 10,Teacher 21
2428 ,Chen,Chen,Chen,Course 10,Teacher 21
2429 ,Yang,Yang,Yang,Course 10,Teacher 21
2429 ,Zhang,Zhang,Zhang,Course 10,Teacher 21
2430 ,Li,Li,Li,Course 10,Teacher 21
2430 ,Yu,Yu,Yu,Course 10,Teacher 21
2431 ,Zong,Zong,Zong,Course 10,Teacher 21
2431 ,Song,Song,Song,Course 10,Teacher 21
2431 ,Chen,Chen,Chen,Course 10,Teacher 21
2432 ,Yang,Yang,Yang,Course 10,Teacher 21
2432 ,Zhang,Zhang,Zhang,Course 10,Teacher 21
2433 ,Li,Li,Li,Course 10,Teacher 21
2433 ,Yang,Yang,Yang,Course 10,Teacher 21
2434 ,Zhang,Zhang,Zhang,Course 10,Teacher 21
2434 ,Li,Li,Li,Course 10,Teacher 21
2435 ,Yu,Yu,Yu,Course 10,Teacher 21
2435 ,Zong,Zong,Zong,Course 10,Teacher 21
2435 ,Song,Song,Song,Course 10,Teacher 21
2436 ,Chen,Chen,Chen,Course 10,Teacher 21
2436 ,Yang,Yang,Yang,Course 10,Teacher 21
2437 ,Zhang,Zhang,Zhang,Course 10,Teacher 21
2437 ,Li,Li,Li,Course 10,Teacher 21
2438 ,Yu,Yu,Yu,Course 10,Teacher 21
2438 ,Zong,Zong,Zong,Course 10,Teacher 21
2438 ,Song,Song,Song,Course 10,Teacher 21
2439 ,Chen,Chen,Chen,Course 10,Teacher 21
2439 ,Yang,Yang,Yang,Course 10,Teacher 21
2440 ,Zhang,Zhang,Zhang,Course 10,Teacher 21
2440 ,Li,Li,Li,Course 10,Teacher 24
2441 ,Yang,Yang,Yang,Course 10,Teacher 24
2441 ,Zhang,Zhang,Zhang,Course 10,Teacher 24
2441 ,Li,Li,Li,Course 10,Teacher 24
2442 ,Yu,Yu,Yu,Course 10,Teacher 24
2442 ,Zong,Zong,Zong,Course 10,Teacher 24
2443 ,Yu,Yu,Yu,Course 10,Teacher 24
2443 ,Zong,Zong,Zong,Course 10,Teacher 24
2444 ,Song,Song,Song,Course 10,Teacher 24
2444 ,Chen,Chen,Chen,Course 10,Teacher 24
2444 ,Yang,Yang,Yang,Course 10,Teacher 24
2445 ,Zhang,Zhang,Zhang,Course 10,Teacher 24
2445 ,Li,Li,Li,Course 10,Teacher 24
2446 ,Yu,Yu,Yu,Course 10,Teacher 24
2446 ,Zong,Zong,Zong,Course 10,Teacher 24
2447 ,Song,Song,Song,Course 10,Teacher 24
2447 ,Chen,Chen,Chen,Course 10,Teacher 24
2447 ,Yang,Yang,Yang,Course 10,Teacher 24
2448 ,Zhang,Zhang,Zhang,Course 10,Teacher 24
2448 ,Li,Li,Li,Course 10,Teacher 24
2449 ,Yang,Yang,Yang,Course 10,Teacher 24
2449 ,Zhang,Zhang,Zhang,Course 10,Teacher 24
2450 ,Li,Li,Li,Course 10,Teacher 24
2450 ,Yu,Yu,Yu,Course 10,Teacher 24
2451 ,Zong,Zong,Zong,Course 10,Teacher 24
2451 ,Song,Song,Song,Course 10,Teacher 23
2451 ,Chen,Chen,Chen,Course 10,Teacher 23
2452 ,Yang,Yang,Yang,Course 10,Teacher 23
2452 ,Zhang,Zhang,Zhang,Course 10,Teacher 23
2453 ,Li,Li,Li,Course 10,Teacher 23
2453 ,Yu,Yu,Yu,Course 10,Teacher 23
2454 ,Zong,Zong,Zong,Course 10,Teacher 23
2454 ,Song,Song,Song,Course 10,Teacher 23
2454 ,Chen,Chen,Chen,Course 10,Teacher 23
2455 ,Yang,Yang,Yang,Course 10,Teacher 23
2455 ,Zhang,Zhang,Zhang,Course 10,Teacher 23
2456 ,Li,Li,Li,Course 10,Teacher 23
2456 ,Yang,Yang,Yang,Course 10,Teacher 23
2457 ,Zhang,Zhang,Zhang,Course 10,Teacher 23
2457 ,Li,Li,Li,Course 10,Teacher 23
2457 ,Yu,Yu,Yu,Course 10,Teacher 23
2458 ,Zong,Zong,Zong,Course 10,Teacher 23
2458 ,Song,Song,Song,Course 10,Teacher 23
2459 ,Chen,Chen,Chen,Course 10,Teacher 23
2459 ,Yang,Yang,Yang,Course 10,Teacher 23
2460 ,Zhang,Zhang,Zhang,Course 10,Teacher 23
2460 ,Li,Li,Li,Course 10,Teacher 23
2460 ,Yu,Yu,Yu,Course 10,Teacher 23
2461 ,Zong,Zong,Zong,Course 10,Teacher 23
